Date, Time, Low Range CO2 (SD), Low Range CO2 (ppm), Temp (C), Temp (SD), Hi Range CO2 (ppm), High Range CO2 (SD)
9/27/2018,8:55:35,1.1891171,0,17.77,1.8740063,0,1.9703842
9/27/2018,8:55:39,1.1890152,3114.58,17.81,0.7664817,3139.24,0.83585888
9/27/2018,8:55:43,1.1889132,2878.01,17.85,1.3207904,2885.72,1.3542498
9/27/2018,8:55:47,1.1888402,2875.48,17.89,1.659759,2883,1.5584227
9/27/2018,8:55:51,1.188767,2872.94,17.93,1.6428418,2880.27,1.5275468
9/27/2018,8:55:55,1.1886938,2658.07,17.97,1.6289248,2648.12,1.506546
9/27/2018,8:55:59,1.1886206,2496.02,18.01,1.6224246,2472.14,1.492129
9/27/2018,8:56:03,1.1885616,2253.84,18.05,1.6202164,2208.18,1.4827954
9/27/2018,8:56:07,1.188488,2131.85,18.09,1.6206745,2074.99,1.4765034
9/27/2018,8:56:11,1.1884142,2021.66,18.13,1.6228412,1954.68,1.4730867
9/27/2018,8:56:15,1.1883551,1882.92,18.17,1.626258,1803.37,1.4690866
9/27/2018,8:56:19,1.1882958,1659.41,18.21,1.6301748,1560.49,1.4639615
9/27/2018,8:56:23,1.1882218,1461.18,18.25,1.6343832,1346.72,1.4579196
9/27/2018,8:56:27,1.1881624,1265.88,18.29,1.6386334,1138.57,1.4526277
9/27/2018,8:56:31,1.1880882,1106.46,18.33,1.6425501,971.2,1.4471693
9/27/2018,8:56:35,1.1880138,934.58,18.37,1.6460503,794.26,1.4420441
9/27/2018,8:56:39,1.1879541,795.71,18.41,1.6486753,654.75,1.436294
9/27/2018,8:56:43,1.1878943,658.11,18.45,1.6503005,520.44,1.4312938
9/27/2018,8:56:47,1.1878195,584.37,18.49,1.6508838,450.43,1.4260854
9/27/2018,8:56:51,1.1877596,490.39,18.53,1.6505089,363.65,1.4210852
9/27/2018,8:56:55,1.1876844,412.63,18.57,1.649592,294.29,1.4160017
9/27/2018,8:56:59,1.1876094,361.52,18.61,1.6482171,250.11,1.4108766
9/27/2018,8:57:03,1.1875492,289.15,18.65,1.6463836,189.88,1.4062929
9/27/2018,8:57:07,1.1874888,260.1,18.68,1.6445503,166.58,1.4015846
9/27/2018,8:57:11,1.1874133,204.87,18.72,1.642675,123.92,1.3977094
9/27/2018,8:57:15,1.1873529,176.25,18.76,1.6407169,102.8,1.394001
9/27/2018,8:57:19,1.187277,182.02,18.8,1.6389667,106.98,1.3920841
9/27/2018,8:57:23,1.1872164,180.91,18.84,1.6373416,106.17,1.3907509
9/27/2018,8:57:27,1.1871556,179.8,18.88,1.6357166,105.35,1.3915843
9/27/2018,8:57:31,1.1870795,261.17,18.92,1.6339666,167.35,1.393001
9/27/2018,8:57:35,1.1870185,318.12,18.96,1.6321748,213.53,1.3956261
9/27/2018,8:57:39,1.1869575,373.98,19,1.6307998,260.61,1.3978343
9/27/2018,8:57:43,1.1868811,426.15,19.04,1.6294247,305.97,1.3999594
9/27/2018,8:57:47,1.1868198,481.51,19.08,1.6280499,355.36,1.4021262
9/27/2018,8:57:51,1.1867585,542,19.12,1.6267163,410.65,1.4044596
9/27/2018,8:57:55,1.186697,603.64,19.15,1.6253413,468.24,1.4066263
9/27/2018,8:57:59,1.1866354,654.36,19.19,1.6240911,516.47,1.4088764
9/27/2018,8:58:03,1.1865584,715.56,19.23,1.6227579,575.56,1.4110432
9/27/2018,8:58:07,1.1864966,778.99,19.27,1.6217161,637.74,1.4134182
9/27/2018,8:58:11,1.1864501,829.43,19.3,1.6205078,687.81,1.4156684
9/27/2018,8:58:15,1.186373,894.01,19.34,1.6196746,752.62,1.4178349
9/27/2018,8:58:19,1.1863108,936.38,19.38,1.6187161,795.54,1.4198767
9/27/2018,8:58:23,1.1862643,987.49,19.42,1.6180077,847.71,1.4219185
9/27/2018,8:58:27,1.1862022,1041.73,19.45,1.6170079,903.49,1.4240851
9/27/2018,8:58:31,1.1861399,1107.49,19.49,1.6161743,971.66,1.426127
9/27/2018,8:58:35,1.1860776,1143.9,19.52,1.6153827,1009.62,1.4279188
9/27/2018,8:58:39,1.1860151,1182.71,19.56,1.6147994,1050.26,1.4297937
9/27/2018,8:58:43,1.1859682,1244.51,19.6,1.6141742,1115.31,1.4317104
9/27/2018,8:58:47,1.1859058,1286.52,19.63,1.6136327,1159.73,1.4336271
9/27/2018,8:58:51,1.1858429,1321.82,19.67,1.6130077,1197.18,1.4357939
9/27/2018,8:58:55,1.1857958,1395.85,19.7,1.6127577,1276.06,1.4374189
9/27/2018,8:58:59,1.185733,1403.38,19.73,1.6121744,1284.09,1.439044
9/27/2018,8:59:03,1.1856858,1448.95,19.77,1.6117576,1332.88,1.440169
9/27/2018,8:59:07,1.1856385,1493.4,19.8,1.6111742,1380.59,1.4418358
9/27/2018,8:59:11,1.1855755,1525.54,19.83,1.6107159,1415.15,1.4433775
9/27/2018,8:59:15,1.185528,1566.56,19.86,1.6105493,1459.36,1.4450859
9/27/2018,8:59:19,1.1854806,1605.83,19.9,1.6102158,1501.76,1.4466276
9/27/2018,8:59:23,1.1854174,1637.45,19.93,1.6101326,1535.96,1.4484192
9/27/2018,8:59:27,1.18537,1680.86,19.96,1.6099242,1582.97,1.4498777
9/27/2018,8:59:31,1.1853222,1706.57,19.99,1.6098408,1610.84,1.4515444
9/27/2018,8:59:35,1.1852746,1745.31,20.02,1.6098825,1652.9,1.4529611
9/27/2018,8:59:39,1.1852269,1765.86,20.05,1.609799,1675.22,1.4545861
9/27/2018,8:59:43,1.1851792,1812.84,20.08,1.6097993,1726.31,1.4560446
9/27/2018,8:59:47,1.1851312,1836.31,20.11,1.6099243,1751.85,1.4574195
9/27/2018,8:59:51,1.1850834,1844.22,20.14,1.6099243,1760.45,1.4586697
9/27/2018,8:59:55,1.1850353,1890.96,20.17,1.6098825,1811.38,1.4599196
9/27/2018,8:59:59,1.1849874,1917.2,20.2,1.6097158,1839.98,1.4611279
9/27/2018,9:00:03,1.1849393,1929.93,20.22,1.609799,1853.86,1.462128
9/27/2018,9:00:07,1.1849073,1948.7,20.25,1.6100909,1874.32,1.4628781
9/27/2018,9:00:11,1.1848593,1945.83,20.28,1.6102576,1871.18,1.4639615
9/27/2018,9:00:15,1.1848112,1988.48,20.31,1.6103826,1917.72,1.4648365
9/27/2018,9:00:19,1.1847789,1995.94,20.33,1.6105075,1925.85,1.4657947
9/27/2018,9:00:23,1.1847305,1998.6,20.36,1.6107992,1928.75,1.4665865
9/27/2018,9:00:27,1.1846823,2017.56,20.38,1.6111326,1949.44,1.4672532
9/27/2018,9:00:31,1.1846499,2019.18,20.41,1.6112992,1951.21,1.4679198
9/27/2018,9:00:35,1.1846015,2029.51,20.44,1.6115075,1962.47,1.4683782
9/27/2018,9:00:39,1.1845694,2034.94,20.46,1.611591,1968.4,1.4688783
9/27/2018,9:00:43,1.184521,2041.48,20.49,1.6118827,1975.52,1.469503
9/27/2018,9:00:47,1.1844885,2047.9,20.51,1.6120909,1982.53,1.4699198
9/27/2018,9:00:51,1.184456,2049.52,20.53,1.6125493,1984.3,1.4705449
9/27/2018,9:00:55,1.1844074,2046.3,20.56,1.6127161,1980.77,1.4706699
9/27/2018,9:00:59,1.184375,2051.24,20.58,1.613091,1986.15,1.4710032
9/27/2018,9:01:03,1.1843263,2042.64,20.6,1.613341,1976.75,1.4711699
9/27/2018,9:01:07,1.1842937,2044.76,20.63,1.6135492,1979.06,1.4715867
9/27/2018,9:01:11,1.1842612,2057.37,20.65,1.6137576,1992.83,1.4718784
9/27/2018,9:01:15,1.1842288,2046.68,20.67,1.6142577,1981.14,1.4721284
9/27/2018,9:01:19,1.1841961,2028.11,20.69,1.6147994,1960.85,1.4723783
9/27/2018,9:01:23,1.1841471,2032.29,20.72,1.6151327,1965.41,1.4725866
9/27/2018,9:01:27,1.1841308,2037.17,20.74,1.6151327,1970.73,1.4726701
9/27/2018,9:01:31,1.1840818,2036.01,20.76,1.6154243,1969.46,1.472795
9/27/2018,9:01:35,1.184049,2025.36,20.78,1.6156327,1957.82,1.4729618
9/27/2018,9:01:39,1.1840163,2032.56,20.8,1.6159662,1965.68,1.4733783
9/27/2018,9:01:43,1.1839836,2007.19,20.82,1.6162995,1937.96,1.4736284
9/27/2018,9:01:47,1.1839508,2018.94,20.84,1.6168827,1950.79,1.4737951
9/27/2018,9:01:51,1.1839181,2033.28,20.86,1.6173826,1966.43,1.47392
9/27/2018,9:01:55,1.1838852,2005.12,20.88,1.6177994,1935.67,1.4740866
9/27/2018,9:01:59,1.1838688,2009.72,20.9,1.6179243,1940.69,1.4742117
9/27/2018,9:02:03,1.1838359,1993.84,20.92,1.6181327,1923.34,1.4742533
9/27/2018,9:02:07,1.183803,1997.95,20.94,1.6182579,1927.83,1.4742533
9/27/2018,9:02:11,1.1837702,1997.02,20.96,1.6186746,1926.8,1.4743367
9/27/2018,9:02:15,1.1837535,1981.64,20.97,1.6190912,1910.01,1.4744617
9/27/2018,9:02:19,1.1837206,1978.69,20.99,1.6192995,1906.77,1.4746701
9/27/2018,9:02:23,1.1836876,1975.48,21.01,1.6195494,1903.26,1.4748784
9/27/2018,9:02:27,1.1836544,1959.71,21.03,1.6196328,1886.05,1.4749202
9/27/2018,9:02:31,1.1836215,1958.79,21.04,1.6201328,1885.02,1.4749202
9/27/2018,9:02:35,1.183605,1958.32,21.06,1.6201745,1884.51,1.4748367
9/27/2018,9:02:39,1.1835719,1957.38,21.08,1.6205496,1883.48,1.4751285
9/27/2018,9:02:43,1.1835554,1957.66,21.09,1.6205912,1883.78,1.4753784
9/27/2018,9:02:47,1.1835222,1956.72,21.11,1.6209245,1882.75,1.4755453
9/27/2018,9:02:51,1.1834891,1955.79,21.13,1.6210495,1881.72,1.4754201
9/27/2018,9:02:55,1.1834726,1955.32,21.14,1.6213412,1881.2,1.4752952
9/27/2018,9:02:59,1.1834395,1954.38,21.16,1.6217161,1880.18,1.4753785
9/27/2018,9:03:03,1.1834229,1936.92,21.18,1.6219662,1861.11,1.4756285
9/27/2018,9:03:07,1.1833897,1939.22,21.19,1.6222578,1863.61,1.4758368
9/27/2018,9:03:11,1.183373,1936.25,21.21,1.6223412,1860.37,1.4759617
9/27/2018,9:03:15,1.1833397,1948.05,21.22,1.6225495,1873.24,1.4760451
9/27/2018,9:03:19,1.1833231,1933.1,21.24,1.6227163,1856.92,1.4761701
9/27/2018,9:03:23,1.1833063,1932.63,21.25,1.6227579,1856.4,1.4763368
9/27/2018,9:03:27,1.1832732,1939.18,21.27,1.6227163,1863.54,1.4762951
9/27/2018,9:03:31,1.1832565,1943.95,21.28,1.6226329,1868.74,1.47642
9/27/2018,9:03:35,1.1832399,1938.73,21.29,1.6227579,1863.05,1.4764618
9/27/2018,9:03:39,1.1832064,1943.03,21.31,1.6227579,1867.73,1.4767536
9/27/2018,9:03:43,1.1831897,1942.56,21.32,1.6227995,1867.21,1.4768785
9/27/2018,9:03:47,1.1831732,1924.66,21.33,1.6228828,1847.67,1.4768368
9/27/2018,9:03:51,1.1831564,1924.19,21.35,1.623258,1847.15,1.4767118
9/27/2018,9:03:55,1.183123,1930.71,21.36,1.623383,1854.26,1.4765868
9/27/2018,9:03:59,1.1831063,1927.26,21.37,1.6234246,1850.49,1.4765868
9/27/2018,9:04:03,1.1830728,1929.3,21.39,1.6234246,1852.71,1.4765035
9/27/2018,9:04:07,1.1830561,1928.83,21.4,1.6235913,1852.2,1.4766703
9/27/2018,9:04:11,1.1830393,1934.08,21.41,1.623758,1857.92,1.4769617
9/27/2018,9:04:15,1.1830225,1928.88,21.42,1.6236748,1852.24,1.4771701
9/27/2018,9:04:19,1.1830058,1931.15,21.44,1.6237997,1854.7,1.4773369
9/27/2018,9:04:23,1.182989,1930.67,21.45,1.6237997,1854.19,1.4773784
9/27/2018,9:04:27,1.1829554,1924.51,21.46,1.6239663,1847.45,1.4774202
9/27/2018,9:04:31,1.1829554,1932.46,21.47,1.6237997,1856.13,1.4770867
9/27/2018,9:04:35,1.1829219,1931.52,21.48,1.6238829,1855.09,1.4771701
9/27/2018,9:04:39,1.182905,1931.54,21.5,1.6240078,1855.11,1.4773785
9/27/2018,9:04:43,1.1828883,1918.9,21.51,1.624383,1841.31,1.4777535
9/27/2018,9:04:47,1.1828713,1918.42,21.52,1.6245495,1840.79,1.4778785
9/27/2018,9:04:51,1.1828547,1917.95,21.53,1.624508,1840.27,1.4778785
9/27/2018,9:04:55,1.1828377,1917.48,21.54,1.6244663,1839.75,1.4778785
9/27/2018,9:04:59,1.1828209,1927.43,21.55,1.6245497,1850.61,1.4780451
9/27/2018,9:05:03,1.1828042,1929.7,21.56,1.6246747,1853.08,1.4781703
9/27/2018,9:05:07,1.1827873,1927.48,21.57,1.6247579,1850.65,1.4784203
9/27/2018,9:05:11,1.1827704,1927,21.58,1.6248413,1850.13,1.4784203
9/27/2018,9:05:15,1.1827536,1926.53,21.59,1.625008,1849.61,1.4785036
9/27/2018,9:05:19,1.1827366,1928.54,21.6,1.6250497,1851.8,1.4786285
9/27/2018,9:05:23,1.1827198,1933.78,21.61,1.625133,1857.51,1.4788369
9/27/2018,9:05:28,1.1827029,1936.28,21.62,1.6253414,1860.24,1.4790869
9/27/2018,9:05:32,1.1827029,1926.34,21.63,1.625383,1849.39,1.4791702
9/27/2018,9:05:36,1.182669,1932.84,21.64,1.6256329,1856.47,1.4792119
9/27/2018,9:05:40,1.182669,1920.68,21.65,1.6256746,1843.2,1.4793369
9/27/2018,9:05:44,1.1826522,1933.11,21.66,1.6258413,1856.76,1.479462
9/27/2018,9:05:48,1.1826352,1930.15,21.67,1.6258413,1853.52,1.479587
9/27/2018,9:05:52,1.1826185,1927.44,21.68,1.6258831,1850.57,1.4796702
9/27/2018,9:05:56,1.1826185,1932.66,21.68,1.626133,1856.25,1.4797951
9/27/2018,9:06:00,1.1826016,1924.98,21.69,1.6261746,1847.87,1.479962
9/27/2018,9:06:04,1.1825845,1919.78,21.7,1.6264664,1842.2,1.4800453
9/27/2018,9:06:08,1.1825676,1934.45,21.71,1.6264664,1858.2,1.4802952
9/27/2018,9:06:12,1.1825507,1936.7,21.72,1.6264663,1860.65,1.480337
9/27/2018,9:06:16,1.1825336,1934.23,21.73,1.6263829,1857.95,1.4805037
9/27/2018,9:06:20,1.1825336,1939.44,21.73,1.626633,1863.64,1.4805452
9/27/2018,9:06:24,1.1825167,1926.79,21.74,1.6270914,1849.83,1.4807953
9/27/2018,9:06:28,1.1824998,1936.74,21.75,1.6274247,1860.68,1.4809619
9/27/2018,9:06:32,1.182483,1923.86,21.76,1.6273414,1846.62,1.4810452
9/27/2018,9:06:36,1.182483,1923.86,21.77,1.6272998,1846.62,1.4811703
9/27/2018,9:06:40,1.1824659,1929.07,21.77,1.6273414,1852.31,1.4812952
9/27/2018,9:06:44,1.182449,1933.56,21.78,1.6276747,1857.2,1.4815451
9/27/2018,9:06:48,1.1824318,1933.08,21.79,1.6280082,1856.67,1.4816285
9/27/2018,9:06:52,1.1824318,1918.7,21.8,1.6280915,1840.98,1.4816285
9/27/2018,9:06:56,1.1824149,1930.86,21.8,1.6282581,1854.24,1.4816703
9/27/2018,9:07:00,1.182398,1923.19,21.81,1.6282581,1845.87,1.4820452
9/27/2018,9:07:04,1.182398,1924.17,21.82,1.6285497,1846.94,1.4824203
9/27/2018,9:07:08,1.1823809,1928.9,21.83,1.6287165,1852.09,1.482587
9/27/2018,9:07:12,1.1823639,1928.42,21.83,1.6289248,1851.56,1.4825454
9/27/2018,9:07:16,1.1823639,1928.42,21.84,1.6290914,1851.56,1.4825453
9/27/2018,9:07:20,1.1823468,1925.71,21.85,1.6293831,1848.6,1.4826703
9/27/2018,9:07:24,1.1823299,1913.11,21.85,1.6295915,1834.85,1.4828371
9/27/2018,9:07:28,1.1823299,1916.07,21.86,1.6298414,1838.08,1.4830871
9/27/2018,9:07:32,1.1823128,1923.26,21.87,1.6298832,1845.92,1.4831704
9/27/2018,9:07:36,1.1822957,1913.14,21.87,1.6300915,1834.87,1.483212
9/27/2018,9:07:40,1.1822957,1918.08,21.88,1.6302581,1840.26,1.4832538
9/27/2018,9:07:44,1.1822786,1910.44,21.89,1.6305914,1831.92,1.4834204
9/27/2018,9:07:48,1.1822786,1905.75,21.89,1.6308416,1826.8,1.4836704
9/27/2018,9:07:52,1.1822616,1905.52,21.9,1.6310081,1826.55,1.4837537
9/27/2018,9:07:56,1.1822616,1900.84,21.9,1.6310498,1821.44,1.4838787
9/27/2018,9:08:00,1.1822447,1910.46,21.91,1.6311749,1831.94,1.4837953
9/27/2018,9:08:04,1.1822447,1910.46,21.92,1.6313416,1831.94,1.4839621
9/27/2018,9:08:08,1.1822275,1893,21.92,1.6316749,1812.89,1.4840037
9/27/2018,9:08:12,1.1822275,1905.54,21.93,1.6319666,1826.57,1.4841704
9/27/2018,9:08:16,1.1822106,1893.02,21.93,1.6323832,1812.9,1.4842538
9/27/2018,9:08:20,1.1822106,1885.9,21.94,1.6326748,1805.14,1.4845037
9/27/2018,9:08:24,1.1821932,1868.52,21.94,1.6330916,1786.18,1.4846703
9/27/2018,9:08:28,1.1821762,1868.06,21.95,1.6334249,1785.67,1.484712
9/27/2018,9:08:32,1.1821762,1878.33,21.95,1.6337999,1796.87,1.4846287
9/27/2018,9:08:36,1.1821592,1877.86,21.96,1.633925,1796.35,1.4846703
9/27/2018,9:08:40,1.1821592,1861,21.97,1.6341749,1777.97,1.4847955
9/27/2018,9:08:44,1.1821592,1873.21,21.97,1.6345083,1791.28,1.485087
9/27/2018,9:08:48,1.182142,1851.52,21.97,1.6348416,1767.64,1.4853787
9/27/2018,9:08:52,1.182142,1846.9,21.98,1.6351334,1762.6,1.4855037
9/27/2018,9:08:56,1.182125,1861.03,21.98,1.6353832,1778,1.4855037
9/27/2018,9:09:00,1.182125,1871.53,21.99,1.6358417,1789.45,1.4855453
9/27/2018,9:09:04,1.182125,1847.42,21.99,1.6362582,1763.16,1.485837
9/27/2018,9:09:08,1.1821078,1832.88,22,1.636675,1747.31,1.4861288
9/27/2018,9:09:12,1.1821078,1832.88,22,1.6370083,1747.31,1.4862121
9/27/2018,9:09:16,1.1820905,1844.53,22.01,1.6373,1760,1.4861703
9/27/2018,9:09:20,1.1820905,1839.92,22.01,1.6375084,1754.98,1.4862537
9/27/2018,9:09:24,1.1820736,1832.68,22.02,1.6378417,1747.08,1.4864205
9/27/2018,9:09:28,1.1820736,1832.68,22.02,1.6383835,1747.08,1.4866289
9/27/2018,9:09:32,1.1820736,1806.36,22.02,1.6387585,1718.42,1.4866289
9/27/2018,9:09:36,1.1820564,1822.78,22.03,1.6390085,1736.3,1.4867121
9/27/2018,9:09:40,1.1820564,1813.61,22.03,1.6393002,1726.32,1.4868373
9/27/2018,9:09:44,1.1820564,1797.01,22.03,1.6398001,1708.24,1.4870454
9/27/2018,9:09:48,1.1820393,1796.55,22.04,1.6403834,1707.73,1.4871706
9/27/2018,9:09:52,1.1820393,1794.39,22.04,1.6407585,1705.39,1.4871706
9/27/2018,9:09:56,1.1820222,1786.98,22.05,1.6411752,1697.31,1.4872538
9/27/2018,9:10:00,1.1820222,1763.32,22.05,1.6416335,1671.57,1.4872955
9/27/2018,9:10:04,1.1820222,1775.26,22.05,1.6421752,1684.56,1.4875039
9/27/2018,9:10:08,1.182005,1756.21,22.06,1.6426336,1663.83,1.4876705
9/27/2018,9:10:12,1.182005,1749.32,22.06,1.6430086,1656.34,1.4877955
9/27/2018,9:10:16,1.182005,1730.59,22.07,1.643342,1635.99,1.4878788
9/27/2018,9:10:20,1.1819878,1741.98,22.07,1.6438421,1648.36,1.4878788
9/27/2018,9:10:24,1.1819878,1741.98,22.07,1.6443835,1648.36,1.4880037
9/27/2018,9:10:28,1.1819878,1725.9,22.08,1.6449252,1630.89,1.4882122
9/27/2018,9:10:32,1.1819706,1709.42,22.08,1.6454669,1612.99,1.4883789
9/27/2018,9:10:36,1.1819706,1723.82,22.08,1.6460503,1628.62,1.4885873
9/27/2018,9:10:40,1.1819706,1693.46,22.09,1.6467171,1595.66,1.4886289
9/27/2018,9:10:44,1.1819535,1688.32,22.09,1.6470922,1590.07,1.4887122
9/27/2018,9:10:48,1.1819535,1705.01,22.09,1.6475505,1608.18,1.4889206
9/27/2018,9:10:52,1.1819535,1666.44,22.1,1.6480504,1566.35,1.4892539
9/27/2018,9:10:56,1.1819363,1691.7,22.1,1.6488004,1593.74,1.4895039
9/27/2018,9:11:00,1.1819363,1661.82,22.1,1.6494254,1561.34,1.4895872
9/27/2018,9:11:04,1.1819363,1680.49,22.11,1.6498421,1581.58,1.4896704
9/27/2018,9:11:08,1.1819192,1661.37,22.11,1.6505504,1560.84,1.489879
9/27/2018,9:11:12,1.1819192,1661.87,22.11,1.6513004,1561.39,1.4898788
9/27/2018,9:11:16,1.1819192,1638.89,22.12,1.6520506,1536.49,1.4900455
9/27/2018,9:11:20,1.1819019,1604.07,22.12,1.6525089,1498.79,1.4901289
9/27/2018,9:11:24,1.1819019,1592.85,22.12,1.6529671,1486.66,1.4902955
9/27/2018,9:11:28,1.1819019,1618.14,22.13,1.6535921,1514.02,1.4902539
9/27/2018,9:11:32,1.1818846,1592.4,22.13,1.6542588,1486.17,1.4902955
9/27/2018,9:11:36,1.1818846,1592.4,22.14,1.6549257,1486.17,1.4903374
9/27/2018,9:11:40,1.1818846,1553.83,22.14,1.6556755,1444.52,1.490379
9/27/2018,9:11:44,1.1818674,1583.03,22.14,1.656134,1476.05,1.4904207
9/27/2018,9:11:48,1.1818674,1553.38,22.15,1.6568006,1444.03,1.4905872
9/27/2018,9:11:52,1.1818674,1560.46,22.15,1.6572174,1451.67,1.4905872
9/27/2018,9:11:56,1.1818674,1560.46,22.15,1.6580924,1451.67,1.490754
9/27/2018,9:12:00,1.1818674,1542.79,22.15,1.6586341,1432.61,1.4906706
9/27/2018,9:12:04,1.1818502,1499.22,22.16,1.6593424,1385.66,1.4908372
9/27/2018,9:12:08,1.1818502,1501.98,22.16,1.6596341,1388.64,1.4907123
9/27/2018,9:12:12,1.1818502,1475.1,22.16,1.6601757,1359.73,1.4909621
9/27/2018,9:12:16,1.1818502,1501.98,22.16,1.6606756,1388.64,1.4909624
9/27/2018,9:12:20,1.1818329,1468.47,22.17,1.6615092,1352.61,1.4911705
9/27/2018,9:12:24,1.1818329,1468.47,22.17,1.6619258,1352.61,1.4911289
9/27/2018,9:12:28,1.1818329,1468.47,22.17,1.6624675,1352.61,1.4911289
9/27/2018,9:12:32,1.1818329,1442.04,22.17,1.6629258,1324.25,1.4911289
9/27/2018,9:12:36,1.1818329,1442.04,22.17,1.6637176,1324.25,1.4912539
9/27/2018,9:12:40,1.1818156,1441.61,22.18,1.6643842,1323.77,1.4914206
9/27/2018,9:12:44,1.1818156,1441.61,22.18,1.6650509,1323.77,1.4913373
9/27/2018,9:12:48,1.1818156,1393.11,22.18,1.6657176,1271.85,1.491254
9/27/2018,9:12:52,1.1818156,1393.11,22.18,1.6663427,1271.85,1.4912122
9/27/2018,9:12:56,1.1817986,1392.69,22.19,1.6669677,1271.39,1.4913372
9/27/2018,9:13:00,1.1817986,1392.69,22.19,1.6673843,1271.39,1.4913789
9/27/2018,9:13:04,1.1817986,1383.92,22.19,1.6678844,1262.03,1.4913789
9/27/2018,9:13:08,1.1817986,1357.74,22.19,1.6681761,1234.09,1.4912124
9/27/2018,9:13:12,1.1817812,1346.45,22.2,1.6686344,1222.05,1.4911705
9/27/2018,9:13:16,1.1817812,1346.45,22.2,1.6688427,1222.05,1.4911705
9/27/2018,9:13:20,1.1817812,1346.45,22.2,1.6690508,1222.05,1.4913372
9/27/2018,9:13:24,1.1817812,1348.88,22.2,1.6691343,1224.64,1.4914624
9/27/2018,9:13:28,1.1817812,1348.88,22.2,1.6691761,1224.64,1.4916706
9/27/2018,9:13:32,1.1817812,1346.97,22.21,1.6692594,1222.6,1.4915873
9/27/2018,9:13:36,1.1817639,1346.54,22.21,1.6692594,1222.14,1.4915456
9/27/2018,9:13:40,1.1817639,1346.54,22.21,1.669301,1222.14,1.4914206
9/27/2018,9:13:44,1.1817639,1346.54,22.21,1.6693426,1222.14,1.491629
9/27/2018,9:13:48,1.1817639,1349.23,22.21,1.6693844,1225.01,1.4917122
9/27/2018,9:13:52,1.1817468,1348.81,22.22,1.6694676,1224.55,1.4918374
9/27/2018,9:13:56,1.1817468,1355.58,22.22,1.6694676,1231.77,1.4920455
9/27/2018,9:14:00,1.1817468,1349.07,22.22,1.6693844,1224.83,1.4920872
9/27/2018,9:14:04,1.1817468,1349.07,22.22,1.669301,1224.83,1.492129
9/27/2018,9:14:08,1.1817294,1355.41,22.23,1.6692177,1231.58,1.4919206
9/27/2018,9:14:12,1.1817294,1355.41,22.23,1.6692594,1231.58,1.4920458
9/27/2018,9:14:16,1.1817294,1360.28,22.23,1.6693426,1236.77,1.4922539
9/27/2018,9:14:20,1.1817294,1360.28,22.23,1.6694676,1236.77,1.492504
9/27/2018,9:14:24,1.1817294,1360.79,22.24,1.6694676,1237.32,1.4924623
9/27/2018,9:14:28,1.1817294,1360.79,22.24,1.6692594,1237.32,1.492504
9/27/2018,9:14:32,1.1817294,1356.18,22.24,1.669301,1232.41,1.4924622
9/27/2018,9:14:36,1.1817294,1357.84,22.24,1.6693426,1234.17,1.4924622
9/27/2018,9:14:40,1.1817122,1355.76,22.24,1.6695093,1231.94,1.4922539
9/27/2018,9:14:44,1.1817122,1353.59,22.24,1.6694676,1229.63,1.4923372
9/27/2018,9:14:48,1.1817122,1355.76,22.24,1.6695927,1231.94,1.4924206
9/27/2018,9:14:52,1.1817122,1353.59,22.25,1.6696759,1229.63,1.492504
9/27/2018,9:14:56,1.1817122,1354.1,22.25,1.6698427,1230.18,1.492504
9/27/2018,9:15:00,1.1817122,1354.1,22.25,1.6698843,1230.18,1.4927124
9/27/2018,9:15:04,1.181695,1353.68,22.25,1.6698843,1229.72,1.4928789
9/27/2018,9:15:08,1.181695,1353.68,22.25,1.6697177,1229.72,1.4928373
9/27/2018,9:15:12,1.181695,1359.94,22.25,1.6694676,1236.4,1.492504
9/27/2018,9:15:16,1.181695,1359.94,22.26,1.6695093,1236.4,1.4923788
9/27/2018,9:15:20,1.181695,1359.94,22.26,1.669551,1236.4,1.492504
9/27/2018,9:15:24,1.181695,1358.02,22.26,1.6697594,1234.35,1.4927124
9/27/2018,9:15:28,1.181695,1358.02,22.26,1.6698009,1234.35,1.4929622
9/27/2018,9:15:32,1.1816777,1357.59,22.26,1.6697594,1233.89,1.4928789
9/27/2018,9:15:36,1.1816777,1357.59,22.26,1.6695927,1233.89,1.4928373
9/27/2018,9:15:40,1.1816777,1364.38,22.26,1.6694676,1241.12,1.4926705
9/27/2018,9:15:44,1.1816777,1364.38,22.27,1.669551,1241.12,1.4928373
9/27/2018,9:15:48,1.1816777,1366.81,22.27,1.6697177,1243.72,1.4930457
9/27/2018,9:15:52,1.1816777,1366.81,22.27,1.6697178,1243.72,1.4930873
9/27/2018,9:15:56,1.1816777,1371.43,22.27,1.6696759,1248.64,1.4928789
9/27/2018,9:16:00,1.1816777,1366.81,22.27,1.6695509,1243.72,1.4928373
9/27/2018,9:16:04,1.1816777,1359.77,22.27,1.6695925,1236.21,1.4926705
9/27/2018,9:16:08,1.1816603,1359.34,22.27,1.6695925,1235.75,1.4927124
9/27/2018,9:16:12,1.1816603,1368.56,22.27,1.6696759,1245.58,1.492754
9/27/2018,9:16:16,1.1816603,1357.68,22.28,1.6695925,1233.97,1.4929205
9/27/2018,9:16:20,1.1816603,1357.68,22.28,1.6697177,1233.97,1.493004
9/27/2018,9:16:24,1.1816603,1357.68,22.28,1.6697177,1233.97,1.4928789
