id,timestamp,parameterValue,parameterUnits
64601160,08/24/2018 03:00,757.8,mmHg
64600807,08/24/2018 03:00,757.8,mmHg
64601161,08/24/2018 03:15,757.8,mmHg
64603389,08/24/2018 03:30,757.8,mmHg
64603390,08/24/2018 03:45,757.8,mmHg
64603391,08/24/2018 04:00,758,mmHg
64603392,08/24/2018 04:15,758,mmHg
64603393,08/24/2018 04:30,758,mmHg
64603394,08/24/2018 04:45,758,mmHg
64603395,08/24/2018 05:00,758,mmHg
64603396,08/24/2018 05:15,758,mmHg
64603397,08/24/2018 05:30,758,mmHg
64603398,08/24/2018 05:45,758,mmHg
64603399,08/24/2018 06:00,757.7,mmHg
64604287,08/24/2018 06:15,757.7,mmHg
64603971,08/24/2018 06:15,757.7,mmHg
64604288,08/24/2018 06:30,757.7,mmHg
64607017,08/24/2018 06:45,757.7,mmHg
64606447,08/24/2018 06:45,757.7,mmHg
64605435,08/24/2018 06:45,757.7,mmHg
64605991,08/24/2018 06:45,757.7,mmHg
64607657,08/24/2018 06:45,757.7,mmHg
64605215,08/24/2018 06:45,757.7,mmHg
64607949,08/24/2018 06:45,757.7,mmHg
64605696,08/24/2018 06:45,757.7,mmHg
64606252,08/24/2018 06:45,757.7,mmHg
64607522,08/24/2018 06:45,757.7,mmHg
64604523,08/24/2018 06:45,757.7,mmHg
64604956,08/24/2018 06:45,757.7,mmHg
64606765,08/24/2018 06:45,757.7,mmHg
64607278,08/24/2018 06:45,757.7,mmHg
64607950,08/24/2018 07:00,757.9,mmHg
64607951,08/24/2018 07:15,757.9,mmHg
64607952,08/24/2018 07:30,757.9,mmHg
64607953,08/24/2018 07:45,757.9,mmHg
64607954,08/24/2018 08:00,758.1,mmHg
64607955,08/24/2018 08:15,758.1,mmHg
64607956,08/24/2018 08:30,758.1,mmHg
64607957,08/24/2018 08:45,758.1,mmHg
64607958,08/24/2018 09:00,758.6,mmHg
64607959,08/24/2018 09:15,758.6,mmHg
64607960,08/24/2018 09:30,758.6,mmHg
64607961,08/24/2018 09:45,758.6,mmHg
64607962,08/24/2018 10:00,758.6,mmHg
64608696,08/24/2018 10:15,758.6,mmHg
64608461,08/24/2018 10:15,758.6,mmHg
64608697,08/24/2018 10:30,758.6,mmHg
64608991,08/24/2018 10:45,758.6,mmHg
64609398,08/24/2018 10:45,758.6,mmHg
64609399,08/24/2018 11:00,758.6,mmHg
64609898,08/24/2018 11:15,758.6,mmHg
64609638,08/24/2018 11:15,758.6,mmHg
64609899,08/24/2018 11:30,758.6,mmHg
64612637,08/24/2018 11:45,758.6,mmHg
64612638,08/24/2018 12:00,758.6,mmHg
64612639,08/24/2018 12:15,758.6,mmHg
64612640,08/24/2018 12:30,758.6,mmHg
64612641,08/24/2018 12:45,758.6,mmHg
64612642,08/24/2018 13:00,758.2,mmHg
64612643,08/24/2018 13:15,758.2,mmHg
64612644,08/24/2018 13:30,758.2,mmHg
64612645,08/24/2018 13:45,758.2,mmHg
64612646,08/24/2018 14:00,758.2,mmHg
64612647,08/24/2018 14:15,758.2,mmHg
64613356,08/24/2018 14:30,758.2,mmHg
64613071,08/24/2018 14:30,758.2,mmHg
64613357,08/24/2018 14:45,758.2,mmHg
64614570,08/24/2018 15:00,758.3,mmHg
64615147,08/24/2018 15:00,758.3,mmHg
64615706,08/24/2018 15:00,758.3,mmHg
64615897,08/24/2018 15:00,758.3,mmHg
64613590,08/24/2018 15:00,758.3,mmHg
64614219,08/24/2018 15:00,758.3,mmHg
64614778,08/24/2018 15:00,758.3,mmHg
64614067,08/24/2018 15:00,758.3,mmHg
64614995,08/24/2018 15:00,758.3,mmHg
64616133,08/24/2018 15:00,758.3,mmHg
64613742,08/24/2018 15:00,758.3,mmHg
64615419,08/24/2018 15:00,758.3,mmHg
64616134,08/24/2018 15:15,758.3,mmHg
64616135,08/24/2018 15:30,758.3,mmHg
64616136,08/24/2018 15:45,758.3,mmHg
64616137,08/24/2018 16:00,758.4,mmHg
64616138,08/24/2018 16:15,758.4,mmHg
64616139,08/24/2018 16:30,758.4,mmHg
64616140,08/24/2018 16:45,758.4,mmHg
64616141,08/24/2018 17:00,758.6,mmHg
64616142,08/24/2018 17:15,758.6,mmHg
64616143,08/24/2018 17:30,758.6,mmHg
64616144,08/24/2018 17:45,758.6,mmHg
64617468,08/24/2018 18:00,758.9,mmHg
64617978,08/24/2018 18:00,758.9,mmHg
64619003,08/24/2018 18:00,758.9,mmHg
64616801,08/24/2018 18:00,758.9,mmHg
64617353,08/24/2018 18:00,758.9,mmHg
64619522,08/24/2018 18:00,758.9,mmHg
64616597,08/24/2018 18:00,758.9,mmHg
64619312,08/24/2018 18:00,758.9,mmHg
64617717,08/24/2018 18:00,758.9,mmHg
64618749,08/24/2018 18:00,758.9,mmHg
64617074,08/24/2018 18:00,758.9,mmHg
64618219,08/24/2018 18:00,758.9,mmHg
64619523,08/24/2018 18:15,758.9,mmHg
64619524,08/24/2018 18:30,758.9,mmHg
64619525,08/24/2018 18:45,758.9,mmHg
64619526,08/24/2018 19:00,759.4,mmHg
64619527,08/24/2018 19:15,759.4,mmHg
64619528,08/24/2018 19:30,759.4,mmHg
64619529,08/24/2018 19:45,759.4,mmHg
64619530,08/24/2018 20:00,759.8,mmHg
64619531,08/24/2018 20:15,759.8,mmHg
64619532,08/24/2018 20:30,759.8,mmHg
64619533,08/24/2018 20:45,759.8,mmHg
64624805,08/24/2018 21:00,760.2,mmHg
64624806,08/24/2018 21:15,760.2,mmHg
64624807,08/24/2018 21:30,760.2,mmHg
64624808,08/24/2018 21:45,760.2,mmHg
64624809,08/24/2018 22:00,760.8,mmHg
64624810,08/24/2018 22:15,760.8,mmHg
64624811,08/24/2018 22:30,760.8,mmHg
64624812,08/24/2018 22:45,760.8,mmHg
64624813,08/24/2018 23:00,761,mmHg
64624814,08/24/2018 23:15,761,mmHg
64624815,08/24/2018 23:30,761,mmHg
64624816,08/24/2018 23:45,761,mmHg
64624817,08/25/2018 00:00,761.1,mmHg
64624818,08/25/2018 00:15,761.1,mmHg
64624819,08/25/2018 00:30,761.1,mmHg
64624820,08/25/2018 00:45,761.1,mmHg
64624821,08/25/2018 01:00,761.2,mmHg
64624822,08/25/2018 01:15,761.2,mmHg
64624823,08/25/2018 01:30,761.2,mmHg
64624824,08/25/2018 01:45,761.2,mmHg
64624825,08/25/2018 02:00,761.3,mmHg
64625660,08/25/2018 02:15,761.3,mmHg
64625350,08/25/2018 02:15,761.3,mmHg
64625661,08/25/2018 02:30,761.3,mmHg
64625877,08/25/2018 02:45,761.3,mmHg
64626119,08/25/2018 02:45,761.3,mmHg
64626120,08/25/2018 03:00,761.2,mmHg
64626657,08/25/2018 03:15,761.2,mmHg
64626315,08/25/2018 03:15,761.2,mmHg
64626658,08/25/2018 03:30,761.2,mmHg
64626849,08/25/2018 03:45,761.2,mmHg
64627066,08/25/2018 03:45,761.2,mmHg
64627067,08/25/2018 04:00,761.5,mmHg
64627509,08/25/2018 04:15,761.5,mmHg
64627325,08/25/2018 04:15,761.5,mmHg
64627510,08/25/2018 04:30,761.5,mmHg
64630531,08/25/2018 04:45,761.5,mmHg
64630532,08/25/2018 05:00,761.3,mmHg
64630533,08/25/2018 05:15,761.3,mmHg
64630534,08/25/2018 05:30,761.3,mmHg
64630535,08/25/2018 05:45,761.3,mmHg
64630536,08/25/2018 06:00,761.3,mmHg
64630537,08/25/2018 06:15,761.3,mmHg
64630538,08/25/2018 06:30,761.3,mmHg
64630539,08/25/2018 06:45,761.3,mmHg
64630540,08/25/2018 07:00,761.5,mmHg
64630541,08/25/2018 07:15,761.5,mmHg
64631174,08/25/2018 07:30,761.5,mmHg
64630921,08/25/2018 07:30,761.5,mmHg
64631175,08/25/2018 07:45,761.5,mmHg
64631885,08/25/2018 08:00,761.7,mmHg
64631600,08/25/2018 08:00,761.7,mmHg
64631886,08/25/2018 08:15,761.7,mmHg
64632380,08/25/2018 08:30,761.7,mmHg
64632145,08/25/2018 08:30,761.7,mmHg
64632381,08/25/2018 08:45,761.7,mmHg
64634755,08/25/2018 09:00,761.9,mmHg
64634756,08/25/2018 09:15,761.9,mmHg
64634757,08/25/2018 09:30,761.9,mmHg
64634758,08/25/2018 09:45,761.9,mmHg
64634759,08/25/2018 10:00,761.9,mmHg
64634760,08/25/2018 10:15,761.9,mmHg
64634761,08/25/2018 10:30,761.9,mmHg
64634762,08/25/2018 10:45,761.9,mmHg
64634763,08/25/2018 11:00,761.7,mmHg
64634764,08/25/2018 11:15,761.7,mmHg
64634765,08/25/2018 11:30,761.7,mmHg
64635451,08/25/2018 11:45,761.7,mmHg
64635736,08/25/2018 11:45,761.7,mmHg
64635737,08/25/2018 12:00,761.8,mmHg
64635928,08/25/2018 12:15,761.8,mmHg
64636145,08/25/2018 12:15,761.8,mmHg
64636146,08/25/2018 12:30,761.8,mmHg
64636423,08/25/2018 12:45,761.8,mmHg
64636683,08/25/2018 12:45,761.8,mmHg
64636684,08/25/2018 13:00,761.5,mmHg
64637804,08/25/2018 13:15,761.5,mmHg
64637569,08/25/2018 13:15,761.5,mmHg
64638783,08/25/2018 13:15,761.5,mmHg
64637092,08/25/2018 13:15,761.5,mmHg
64638249,08/25/2018 13:15,761.5,mmHg
64639303,08/25/2018 13:15,761.5,mmHg
64639025,08/25/2018 13:15,761.5,mmHg
64637352,08/25/2018 13:15,761.5,mmHg
64636875,08/25/2018 13:15,761.5,mmHg
64638548,08/25/2018 13:15,761.5,mmHg
64638014,08/25/2018 13:15,761.5,mmHg
64639304,08/25/2018 13:30,761.5,mmHg
64639305,08/25/2018 13:45,761.5,mmHg
64639306,08/25/2018 14:00,761,mmHg
64639307,08/25/2018 14:15,761,mmHg
64639308,08/25/2018 14:30,761,mmHg
64639309,08/25/2018 14:45,761,mmHg
64639310,08/25/2018 15:00,760.6,mmHg
64639311,08/25/2018 15:15,760.6,mmHg
64639312,08/25/2018 15:30,760.6,mmHg
64639313,08/25/2018 15:45,760.6,mmHg
64639314,08/25/2018 16:00,760.1,mmHg
64639917,08/25/2018 16:15,760.1,mmHg
64640202,08/25/2018 16:15,760.1,mmHg
64640203,08/25/2018 16:30,760.1,mmHg
64643060,08/25/2018 16:45,760.1,mmHg
64643061,08/25/2018 17:00,759.7,mmHg
64643062,08/25/2018 17:15,759.7,mmHg
64643063,08/25/2018 17:30,759.7,mmHg
64643064,08/25/2018 17:45,759.7,mmHg
64643065,08/25/2018 18:00,759.3,mmHg
64643066,08/25/2018 18:15,759.3,mmHg
64643067,08/25/2018 18:30,759.3,mmHg
64643068,08/25/2018 18:45,759.3,mmHg
64643069,08/25/2018 19:00,759.1,mmHg
64643070,08/25/2018 19:15,759.1,mmHg
64643653,08/25/2018 19:30,759.1,mmHg
64643456,08/25/2018 19:30,759.1,mmHg
64643654,08/25/2018 19:45,759.1,mmHg
64646430,08/25/2018 20:00,759,mmHg
64646431,08/25/2018 20:15,759,mmHg
64646432,08/25/2018 20:30,759,mmHg
64646433,08/25/2018 20:45,759,mmHg
64646434,08/25/2018 21:00,759.1,mmHg
64646435,08/25/2018 21:15,759.1,mmHg
64646436,08/25/2018 21:30,759.1,mmHg
64646437,08/25/2018 21:45,759.1,mmHg
64646438,08/25/2018 22:00,759.3,mmHg
64646439,08/25/2018 22:15,759.3,mmHg
64646440,08/25/2018 22:30,759.3,mmHg
64647205,08/25/2018 22:45,759.3,mmHg
64646963,08/25/2018 22:45,759.3,mmHg
64647206,08/25/2018 23:00,759.3,mmHg
64647592,08/25/2018 23:15,759.3,mmHg
64647450,08/25/2018 23:15,759.3,mmHg
64647593,08/25/2018 23:30,759.3,mmHg
64650027,08/25/2018 23:45,759.3,mmHg
64650028,08/26/2018 00:00,759.2,mmHg
64650029,08/26/2018 00:15,759.2,mmHg
64650030,08/26/2018 00:30,759.2,mmHg
64650031,08/26/2018 00:45,759.2,mmHg
